document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
64,"what is the role of morgan stanley senior funding, inc in the agreement",bookrunners,1,0,0,"Administrative Agent, Joint Lead Arranger, Joint Bookrunner"
64,"what is the role of morgan stanley senior funding, inc. in the agreement",lead arrangers,1,0,0,"Administrative Agent, Joint Lead Arranger, Joint Bookrunner"
64,"what is the role of affirm, inc. in the agreement",borrower,1,0,0,Borrower
64,"what is the role of morgan stanley senior funding, inc. in the agreement",administrative agent,1,0,0,"Administrative Agent, Joint Lead Arranger, Joint Bookrunner"
64,what company is the syndication agent in the agreement,goldman sachs lending partners llc,1,0,0,Goldman Sachs Lending Partners LLC
64,what company is the borrower in the agreement,"inc., affirm",1,0,0,"AFFIRM, INC."
64,what company is the administrative agent in the agreement,"inc., morgan stanley senior funding",1,0,0,"MORGAN STANLEY SENIOR FUNDING, INC."
58,what is the position of clarke b. futch,managing partner,1,0,0,Managing Partner
58,in what organization does clarke b. futch work,"llc, hcr collateral management",1,0,0,"HealthCare Royalty GP III, LLC, HCRP Overflow GP, LLC, HCR Molag Fund GP, LLC, HCR COLLATERAL MANAGEMENT, LLC"
58,in what organization does dennis m. lanfear work,coherus intermediate corp.,1,0,0,"COHERUS BIOSCIENCES, INC., COHERUS INTERMEDIATE CORP."
58,in what organization does michael fleming work,coherus intermediate corp.,1,0,0,INTEKRIN THERAPEUTICS INC.
58,"who is the representative of hcr collateral management, llc",clarke b. futch,1,0,0,Clarke B. Futch
58,"what is the role of coherus biosciences, inc. in the agreement",borrower,1,0,0,Borrower
58,"what is the role of hcrp overflow fund, l.p. in the agreement",lenders,1,0,0,Lender
58,"what is the role of hcr molag fund, l.p. in the agreement",lenders,1,0,0,Lender
58,"what is the role of healthcare royalty partners iii, l.p. in the agreement",lenders,1,0,0,Lender
58,what is the role of intekrin therapeutics inc. in the agreement,guarantors,1,0,0,Guarantor
58,what is the role of kmg capital partners in the agreement,investor,1,0,0,Not found
58,what is the role of llc and kkr biosimilar l.p. in the agreement,investor,1,0,0,Not found
58,what is the role of latham watkins llp in the agreement,counsel,1,0,0,Counsel
58,"what is the role of hcr collateral management, llc in the agreement",administrative agent,1,0,0,Administrative Agent
58,what is the role of coherus intermediate corp. in the agreement,guarantors,1,0,0,Guarantor
58,what company is the counsel in the agreement,latham watkins llp,1,0,0,Latham & Watkins LLP
58,what company is the administrative agent in the agreement,"llc, hcr collateral management",1,0,0,"HCR COLLATERAL MANAGEMENT, LLC"
41,what is the position of ann m. meade,senior vice president,1,0,0,Senior Vice President
41,what is the position of david nussbaum,senior vice president,1,0,0,Senior Vice President
41,what is the position of deborah a. colony,senior vice president,1,0,0,Senior Vice President
41,what is the position of j.e. hall,senior banker,1,0,0,Senior Banker
41,what is the position of john dillon,director,1,0,0,Director
41,what is the position of marc j. lubelczyk,senior vice president,1,0,0,Senior Vice President
41,what is the position of marina e. grossi,senior vice president,1,0,0,Senior Vice President
41,what is the position of mitchell b. feldman,senior vice president,1,0,0,Senior Vice President
41,in what organization does ann m. meade work,"n.a., webster bank",1,0,0,"Webster Bank, N.A."
41,in what organization does david nussbaum work,"n.a., webster bank",1,0,0,Eastern Bank
41,in what organization does deborah a. colony work,"n.a., webster bank",1,0,0,Middlesex Savings Bank
41,in what organization does frank a. segall work,burns levinson llp,1,0,0,Burns & Levinson LLP
41,in what organization does j.e. hall work,keybank national association,1,0,0,KeyBank National Association
41,in what organization does john dillon work,bmo harris bank n.a.,1,0,0,BMO Harris Bank N.A.
41,in what organization does marc j. lubelczyk work,"n.a., webster bank",1,0,0,"CITIZENS BANK, N.A."
41,in what organization does marina e. grossi work,"n.a., webster bank",1,0,0,"Citibank, N.A."
41,in what organization does martin h. dodd work,"inc, trc companies",1,0,0,"TRC COMPANIES, INC."
41,in what organization does mitchell b. feldman work,"n.a., webster bank",1,0,0,"Santander Bank, N.A."
41,"who is the representative of trc companies, inc",martin h. dodd,1,0,0,Martin H. Dodd
41,who is the representative of bmo harris bank n.a.,john dillon,1,0,0,John Dillon
41,who is the representative of keybank national association,j.e. hall,1,0,0,J.E. Hall
41,who is the representative of burns levinson llp,frank a. segall,1,0,0,Frank A. Segall
41,"what is the location of citibank, n.a.","tx 75039, 6400 las colinas boulevardirvine",1,0,0,"Commercial Loan Operations 6400 Las Colinas Boulevard Irvine, TX 75039"
41,what is the location of eastern bank,"ma 02110, 2nd floorboston, eastern bank265 franklin street",1,0,0,"Eastern Bank 265 Franklin Street, 2nd Floor Boston, MA 02110"
41,what is the location of middlesex savings bank,"ma 01760, 6 main streetnatick",1,0,0,"6 Main Street Natick, MA 01760"
41,"what is the location of santander bank, n.a.","ma 02109, 28 state street, 16th floorma2 6560 cb16boston",1,0,0,"28 State Street, 16th Floor MA2-6560-CB16 Boston, MA 02109"
41,what is the location of bmo harris bank n.a.,"il 60603, 111 w. monroe street5th floor centerchicago",1,0,0,"111 W. Monroe Street 5th Floor Center Chicago, IL 60603"
41,what is the location of keybank national association,"ma 02110, 225 franklin street 18th floorboston",1,0,0,"225 Franklin Street 18th Floor Boston, MA 02110"
41,what is the location of burns levinson llp,"boston, 125 summer street, massachusetts 02110",1,0,0,"125 Summer Street, Boston, Massachusetts 02110"
41,"what is the location of webster bank, n.a.","ma 02110, 100 franklin streetboston",1,0,0,"Webster Bank, Attn: Ann Meade 100 Franklin Street Boston, MA 02110"
41,"which company is associated with 100 franklin streetboston, ma 02110","n.a., webster bank",1,0,0,"Webster Bank, N.A."
41,"which company is associated with 111 w. monroe street5th floor centerchicago, il 60603",bmo harris bank n.a.,1,0,0,BMO Harris Bank N.A.
41,"which company is associated with 125 summer street, boston, massachusetts 02110",burns levinson llp,1,0,0,Burns & Levinson LLP
41,"which company is associated with 225 franklin street 18th floorboston, ma 02110",keybank national association,1,0,0,KeyBank National Association
41,"which company is associated with 28 state street, 16th floorma2 6560 cb16boston, ma 02109","n.a., santander bank",1,0,0,"Santander Bank, N.A."
41,"which company is associated with 6400 las colinas boulevardirvine, tx 75039","n.a., citibank",1,0,0,"Citibank, N.A."
41,"which company is associated with 6 main streetnatick, ma 01760",middlesex savings bank,1,0,0,Middlesex Savings Bank
41,"which company is associated with eastern bank265 franklin street, 2nd floorboston, ma 02110",eastern bank,1,0,0,Eastern Bank
41,what is the role of keybank national association in the agreement,documentation agent.,1,0,0,Lender and Documentation Agent
41,"what is the role of trc companies, inc in the agreement",borrower,1,0,0,Borrower
41,"what company is the syndication agent, in the agreement",bmo harris bank,1,0,0,BMO Harris Bank N.A.
41,what company is the lender in the agreement,"n.a, citizens bank",1,0,0,"CITIZENS BANK, N.A., BMO Harris Bank N.A., KeyBank National Association, Citibank, N.A., Santander Bank, N.A., Middlesex Savings Bank, Eastern Bank, Webster Bank, N.A."
41,what company is the lead arranger in the agreement,"n.a., citizens bank",1,0,0,"CITIZENS BANK, N.A."
41,what company is the bookrunner in the agreement,"n.a., citizens bank",1,0,0,"CITIZENS BANK, N.A."
41,what company is the documentation agent. in the agreement,keybank national association,1,0,0,KeyBank National Association
41,what company is the borrower in the agreement,"inc, trc companies",1,0,0,"TRC COMPANIES, INC."
7,what is the position of george mckean,manager,1,0,0,"Manager, Energy Lending"
7,in what organization does george mckean work,mutual of omaha bank,1,0,0,Mutual of Omaha Bank
7,in what organization does terry barr work,"inc, samson oil and gas usa",1,0,0,"Samson Oil and Gas USA, INC."
7,who is the representative of mutual of omaha bank,george mckean,1,0,0,George McKean
7,"who is the representative of samson oil and gas usa, inc",terry barr,1,0,0,Terry Barr
7,what is the role of mutual of omaha bank in the agreement,administrative agent,1,0,0,"Administrative Agent and L/C Issuer, Lender"
7,"what is the role of samson oil and gas usa, inc in the agreement",borrower,1,0,0,Borrower
7,what company is the administrative agent in the agreement,mutual of omaha bank,1,0,0,Mutual of Omaha Bank
7,what company is the c issuer in the agreement,mutual of omaha bank,1,0,0,Mutual of Omaha Bank
7,what company is the lender in the agreement,mutual of omaha bank,1,0,0,Not found
7,what company is the borrower in the agreement,"inc, samson oil and gas usa",1,0,0,"Samson Oil and Gas USA, INC."
55,what is the position of cora holland koller,banking officer,1,0,0,Banking Officer
55,in what organization does cora holland koller work,"wilmington trust, nationalassociation",1,0,0,"Wilmington Trust, National Association"
55,in what organization does j. larry sorsby work,"inc., k. hovnanian enterprises",1,0,0,"K. Hovnanian Enterprises, Inc., Hovnanian Enterprises, Inc."
55,in what organization does kristopher m. hansen work,stroock stroock lavan llp,1,0,0,Stroock & Stroock & Lavan LLP
55,in what organization does marisa d. stavenas work,simpson thacher bartlett llp,1,0,0,Simpson Thacher & Bartlett LLP
55,in what organization does william b. sheehan work,simpson thacher bartlett llp,1,0,0,Simpson Thacher & Bartlett LLP
55,"who is the representative of k. hovnanian enterprises, inc.",j. larry sorsby,1,0,0,J. Larry Sorsby
55,"who is the representative of wilmington trust, nationalassociation",cora holland koller,1,0,0,Cora Holland Koller
55,who is the representative of stroock stroock lavan llp,kristopher m. hansen,1,0,0,Kristopher M. Hansen
55,what is the location of stroock stroock lavan llp,"ny 10038, 180 maiden lanenew york",1,0,0,"New York, NY"
55,"which company is associated with 180 maiden lanenew york, ny 10038",stroock stroock lavan llp,1,0,0,Stroock & Stroock & Lavan LLP
55,what is the role of gso capital partners lp in the agreement,purchaser,1,0,0,Purchaser
55,"what is the role of hovnanian enterprises, inc. in the agreement",holdings,1,0,0,Holdings
55,"what is the role of k. hovnanian enterprises, inc. in the agreement",borrower,1,0,0,Borrower
55,"what is the role of wilmington trust, nationalassociation in the agreement",administrative agent,1,0,0,Administrative Agent
55,what is the role of simpson thacher bartlett llp in the agreement,special counsel for the borrower,1,0,0,Special counsel for the Borrower and Holdings
55,what company is the purchaser in the agreement,gso capital partners lp,1,0,0,GSO Capital Partners LP
55,what company is the holdings in the agreement,"inc., hovnanian enterprises",1,0,0,"Hovnanian Enterprises, Inc."
55,what company is the borrower in the agreement,"inc., k. hovnanian enterprises",1,0,0,"K. Hovnanian Enterprises, Inc."
55,what company is the administrative agent in the agreement,"wilmington trust, nationalassociation",1,0,0,"Wilmington Trust, National Association"
55,what company is the special counsel for the borrower in the agreement,simpson thacher bartlett llp,1,0,0,Simpson Thacher & Bartlett LLP
69,what is the position of christopher t. neil,vice president,1,0,0,Vice President
69,in what organization does christopher t. neil work,keybank national association,1,0,0,KeyBank National Association
69,in what organization does daniel b. stubbs work,"inc, the parking reit",1,0,0,"MVP REIT II OPERATING PARTNERSHIP, LP, THE PARKING REIT INC."
69,in what organization does ira levine work,"inc, the parking reit",1,0,0,LGE Law
69,in what organization does michael shustek work,"llc, mvp acquisitions",1,0,0,"THE PARKING REIT INC., MVP Realty Advisors, LLC"
69,in what organization does mr. christopher neil work,keybank national association,1,0,0,KeyBank National Association
69,who is the representative of keybank national association,christopher t. neil,1,0,0,Christopher T. Neil
69,"who is the representative of mvp acquisitions, llc",michael shustek,1,0,0,Michael Shustek
69,who is the representative of keybank national association,mr. christopher neil,1,0,0,Christopher T. Neil
69,"what is the location of mvp reit ii operating partnership, lp","nv 89148, suite 300las vegas, 8880 w. sunset road",1,0,0,"8880 W. Sunset Road, Suite 300 Las Vegas, NV 89148"
