document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
107,what company is the administrative agent but not the administrative agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the administrative agent but not the collateral agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the administrative agent but not the documentation agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the collateral agent but not the lead arrangers in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the collateral agent but not the administrative agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the collateral agent but not the collateral agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the collateral agent but not the documentation agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the intercreditor agent but not the lead arrangers in the agreement,barclays bank plc,2,1,0,Barclays Bank PLC
107,what company is the intercreditor agent but not the administrative agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the intercreditor agent but not the collateral agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the intercreditor agent but not the documentation agent in the agreement,barclays bank plc,2,1,0,Not found
107,what company is the lead arrangers but not the administrative agent in the agreement,rbc capital markets,2,1,0,Not found
107,what company is the lead arrangers but not the collateral agent in the agreement,rbc capital markets,2,1,0,Not found
107,what company is the lead arrangers but not the documentation agent in the agreement,rbc capital markets,2,1,0,Not found
113,who is the manager and managing director a and authorized representative of hurco b.v.,sonja k. mcclelland,2,1,0,Not found
113,who is the manager and treasurer of hurco b.v.,sonja k. mcclelland,2,1,0,Not found
113,who is the managing director a and authorized representative and treasurer of hurco b.v.,sonja k. mcclelland,2,1,0,Not found
113,who is the senior vice president of the company which is the lender in the agreement,jonathan m. phillips,3,0,0,Not found
113,who is the manager of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,0,Not found
113,who is the managing director a and authorized representative of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,0,Not found
113,who is the treasurer of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,0,Not found
113,who is the chief executive officer of the company which is the borrowers in the agreement,michael doar,3,0,0,Not found
112,who is the senior vice president of the company which is the lender in the agreement,robert c. megan,3,0,0,Not found
112,who is the authorized officer of the company which is the administrative agent in the agreement,amy u. lessner,3,0,0,Not found
112,who is the authorized officer of the company which is the lender in the agreement,amy u. lessner,3,0,0,Not found
112,who is the assistant vice president of the company which is the lender in the agreement,sean riordan,3,0,0,Not found
112,who is the chief financial officer of the company which is the borrower in the agreement,michael a. doyle,3,0,0,Not found
112,what company is the administrative agent but not the lead arrangers in the agreement,"n.a., bank of america",2,1,0,Not found
112,what company is the administrative agent but not the bookrunners in the agreement,"n.a., bank of america",2,1,0,Not found
112,what company is the syndication agent but not the lead arrangers in the agreement,"n.a., bank of america",2,1,0,Not found
112,what company is the syndication agent but not the bookrunners in the agreement,"n.a., bank of america",2,1,0,Not found
112,what company is the lead arrangers but not the lender in the agreement,"pierce, merrill lynch, fenner smith incorporated",2,1,0,Not found
112,what company is the bookrunners but not the lender in the agreement,"pierce, merrill lynch, fenner smith incorporated",2,1,0,Not found
106,"who is the chief financial officer and executive vice president of dynegy gas investments holdings, llc",clint c. freeland,2,1,0,Not found
106,who is the director and vice president of barclays bank plc,kirkwood roland,2,1,0,Not found
106,who is the director of the company where michael getz is employed,kirkwood roland,3,0,0,Not found
106,who is the director of the company where vanessa a. kurbatskiy is employed,kirkwood roland,3,0,0,Not found
106,"who is the manager, agency of the company where thomas casey is employed",ann hurley,3,0,0,Not found
106,"who is the manager, agency of the company where robert ehudin is employed",ann hurley,3,0,0,Not found
106,who is the associate director of the company which is the lender in the agreement,joselin fernandes,3,0,0,Not found
106,who is the executive vice president of the company which is the intermediate holdings in the agreement,clint c. freeland,3,0,0,Not found
106,who is the chief financial officer of the company which is the intermediate holdings in the agreement,clint c. freeland,3,0,0,Not found
106,"who is the manager, agency of the company which is the administrative agent in the agreement",ann hurley,3,0,0,Not found
106,"who is the manager, agency of the company which is the lender in the agreement",ann hurley,3,0,0,Not found
106,what role does barclays bank plc have in the agreement which is not the role of deutsche bank securities inc.,lender,2,1,0,Not found
106,what role does barclays bank plc have in the agreement which is not the role of rbc capital markets,lender,2,1,0,Joint Bookrunners and Joint Lead Arrangers
106,"what role does citigroup global markets, inc. have in the agreement which is not the role of ubs securities llc,",bookrunners,2,1,0,Not found
106,what role does goldman sachs bank usa have in the agreement which is not the role of rbc capital markets,lender,2,1,0,"Goldman Sachs Bank USA is a Joint Bookrunner and Joint Lead Arranger, while RBC Capital Markets is a marketing name for the capital market activities of Royal Bank of Canada and its affiliates."
106,what company is the lead arranger but not the bookrunners in the agreement,ubs securities llc,2,1,0,Not found
106,what company is the lead arrangers but not the bookrunner in the agreement,ubs securities llc,2,1,0,Not found
106,what company is the lead arrangers but not the lead bookrunner in the agreement,ubs securities llc,2,1,0,Not found
106,what company is the bookrunner but not the bookrunners in the agreement,ubs securities llc,2,1,0,Not found
106,what company is the lead bookrunner but not the bookrunners in the agreement,ubs securities llc,2,1,0,Not found
106,what company is the collateral trustee but not the administrative agent in the agreement,"credit suisse ag, cayman islands branch",2,1,0,Not found
13,"who is the chief financial officer and executive vice president of cvr energy, inc",tracy d. jackson,2,1,0,Not found
13,"who is the chief financial officer of the company which is the borrower, in the agreement",tracy d. jackson,3,0,0,Not found
13,"who is the executive vice president of the company which is the borrower, in the agreement",tracy d. jackson,3,0,0,Not found
60,"who is the senior vice president and treasurer of leidos holdings, inc.",marc h. crown,2,1,0,Not found
60,who is the assistant vice president of the company where harry yergey is employed,caroline smith,3,0,0,Not found
60,who is the assistant vice president of the company where michael maguire is employed,caroline smith,3,0,0,Not found
60,who is the assistant vice president of the company where patrick hartweger is employed,caroline smith,3,0,0,Not found
