document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
121,what is the role in the agreement of the company where eric harvey is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company where mary r. wright is employed,agent,2,0,0.0,"Swing Line Lender, Issuing Lender and Lender",,0.0,0.9302325581395349,0.0,1
121,what is the role in the agreement of the company where daniel vilarelle is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company where shirley shipley is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company where darran wee is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company where peter c. underwood is employed,agent,2,0,0.0,"Vice President, General Counsel and Secretary of REGAL-BELOIT CORPORATION",,0.0,0.9436619718309859,0.0,1
121,what is the role in the agreement of the company where s. bradley mcdougall is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,"what is the role in the agreement of the company associated with bmo harris bank, n.a.",agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company associated with hsbc bank usa,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,"what is the role in the agreement of the company associated with mizuho bank, ltd",agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company associated with regal beloit corporation,lender,2,0,0.0,Company,,0.0,1.0,0.0,2
121,what is the role in the agreement of the company associated with sumitomo mitsui banking corporation,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what is the role in the agreement of the company associated with suntrust bank,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,"what is the role in the agreement of the company associated with wells fargo bank, n.a",agent,2,0,0.0,"Swing Line Lender, Issuing Lender and Lender",,0.0,0.9302325581395349,0.0,1
121,what is the role in the agreement of the company associated with fifth third bank,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,"what is the branch office of bank of east asia, limited",new york,2,0,,New York Branch,,0.8,0.4666666666666667,0.7092972666062739,3
135,what position does anders platou hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does cathleen buckley hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does christine aharonian hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does gabriel juarez hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does john c. lozano hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does mark sparrow hold,director,1,0,,Director,,1.0,0.0,1.0,5
135,what position does reginald crichlow hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does stephanie balette hold,authorized officer,1,0,,Authorized Officer,,1.0,0.0,1.0000000000000002,5
135,what position does william reid hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
135,what position does adam h. fey hold,director,1,0,,Director,,1.0,0.0,1.0,5
135,what position does andreas bubenzer paim hold,director,1,0,,Director,,1.0,0.0,1.0,5
135,what position does david valentine hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does gumaro tijerina hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
135,what position does james r. allred hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
135,what position does joseph onischuk hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
135,what position does les werme hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does m. colin warman hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does mark oberreuter hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what position does michael a. tribolet hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
135,what position does michiel van der voort hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
135,what position does richard antl hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
135,what position does shannon juhan hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
135,what company is both the  bookrunner and the bookrunner in the agreement,"inc., dnb markets",1,1,0.0,Not found,,0.0,0.8666666666666667,0.0,1
135,what company is both the  bookrunners and the bookrunners in the agreement,"inc., dnb markets",1,1,0.0,Not found,,0.0,0.8666666666666667,0.0,1
135,what company is both the lead arranger and the arranger in the agreement,"inc., dnb markets",1,1,0.0,Not found,,0.0,0.8666666666666667,0.0,1
135,what company is both the  book runner and the book runner in the agreement,"inc., dnb markets",1,1,0.0,Not found,,0.0,0.8666666666666667,0.0,1
135,"who is the authorized officer of jpmorgan chase bank, n.a.",stephanie balette,2,0,0.0,Stephanie Balette,,1.0,0.0,1.0000000000000002,5
135,who is the authorized signatory of royal bank of canada,james r. allred,2,0,0.0,James R. Allred,,1.0,0.0,1.0000000000000002,5
135,who is the senior vice president of dnb capital llc,anders platou,2,0,0.0,"Anders Platou, Cathleen Buckley",,0.6666666666666666,0.5666666666666667,0.5797386715376658,4
135,who is the managing director of ing capital llc,cheryl labelle,2,0,0.0,Cheryl LaBelle,,1.0,0.0,1.0000000000000002,5
135,who is the vice president of ing capital llc,hans beekmans,2,0,0.0,Hans Beekmans,,1.0,0.0,1.0000000000000002,5
135,"who is the treasurer of plains all american pipeline, l.p.",sharon s. spurlin,2,0,0.0,Sharon S. Spurlin,,1.0,0.0,1.0000000000000002,5
135,what is the role in the agreement of the company where james r. allred is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where craig pearson is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where anders platou is employed,lender,2,0,0.0,Co-Documentation Agent,,0.0,0.8571428571428571,0.0,1
135,what is the role in the agreement of the company where cheryl labelle is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where joseph onischuk is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where cathleen buckley is employed,lender,2,0,0.0,Co-Documentation Agent,,0.0,0.8571428571428571,0.0,1
135,what is the role in the agreement of the company where devon j. lang is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where hans beekmans is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
135,what is the role in the agreement of the company where mark sparrow is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where andreas bubenzer paim is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where adam h. fey is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where william reid is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company where leon mo is employed,lender,2,0,0.0,Co-Documentation Agent and a Lender,,0.33333333333333337,0.8235294117647058,0.3799783615910079,3
135,what is the role in the agreement of the company where shannon juhan is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
135,what is the role in the agreement of the company where john c. lozano is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
135,what is the role in the agreement of the company where christine aharonian is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
135,what is the role in the agreement of the company where rosanne parsill is employed,borrower,2,0,0.0,Administrative Agent,,0.0,0.9,0.0,1
135,what is the role in the agreement of the company where reginald crichlow is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
135,what is the role in the agreement of the company where sharon s. spurlin is employed,borrower,2,0,0.0,Vice President and Treasurer at Plains All American,,0.0,0.9215686274509803,0.0,1
135,what is the role in the agreement of the company where mark oberreuter is employed,borrower,2,0,0.0,"Vice President at The Bank of Tokyo-Mitsubishi UFJ, Ltd.",,0.0,0.9433962264150944,0.0,1
135,what is the role in the agreement of the company where les werme is employed,borrower,2,0,0.0,Vice President at Compass Bank,,0.0,0.9333333333333333,0.0,1
135,what is the role in the agreement of the company where david valentine is employed,borrower,2,0,0.0,Vice President at Regions Bank,,0.0,0.9,0.0,1
135,what is the role in the agreement of the company where m. colin warman is employed,borrower,2,0,0.0,"Vice President at PNC Bank, National Association",,0.0,0.9361702127659575,0.0,1
135,what is the role in the agreement of the company where gabriel juarez is employed,borrower,2,0,0.0,"Vice President at Citibank, N.A.",,0.0,0.9310344827586207,0.0,1
135,"what is the role in the agreement of the company associated with canadian imperial bank of commerce, new york branch,",lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,"what is the role in the agreement of the company associated with bank of america, n.a.,",administrative agent,2,0,0.0,Administrative Agent and Lender,,0.6666666666666666,0.3548387096774194,0.5797386715376658,4
135,what is the role in the agreement of the company associated with citibank,agents,2,0,0.0,Co-Syndication Agent and Lender,,0.0,0.8333333333333334,0.0,1
135,what is the role in the agreement of the company associated with dnb bank asa,agents,2,0,0.0,Not found,,0.0,1.0,0.0,1
135,"what is the role in the agreement of the company associated with dnb bank asa, new york branch",agent,2,0,0.0,Co-Documentation Agent,,0.6666666666666666,0.7619047619047619,0.5797386715376658,1
135,"what is the role in the agreement of the company associated with merrill lynch, pierce, fenner smith incorporated",bookrunner,2,0,0.0,Joint Lead Arranger and Joint Bookrunner,,0.33333333333333337,0.75,0.2596979932401625,4
135,"what is the role in the agreement of the company associated with moody s investor service, inc.",agency,2,0,0.0,Not found,,0.0,1.0,0.0,1
135,what is the role in the agreement of the company associated with new york branch,agents,2,0,0.0,Not found,,0.0,1.0,0.0,1
135,"what is the role in the agreement of the company associated with plains all american pipeline, l.p.,",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company associated with soci t g n rale,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
135,what is the role in the agreement of the company associated with standard poor s ratings services,agency,2,0,0.0,Not found,,0.0,1.0,0.0,1
135,"what is the role in the agreement of the company associated with plains all american pipeline, l.p.",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
109,what position does denis yevstifeyey hold,director,1,0,,Director,,1.0,0.0,1.0,5
109,what position does douglas polinksy hold,director,1,0,,Director,,1.0,0.0,1.0,5
109,what position does j. gregory smith hold,director,1,0,,Director,,1.0,0.0,1.0,5
109,what position does john busshaus hold,chief financial officer,1,0,,Chief Financial Officer,,1.0,0.0,1.0000000000000002,5
109,"who is the ceo of liberated syndication inc., webmayhem inc, and pair networks, inc",christopher j. spencer,2,0,0.0,Not found,,0.0,0.8571428571428571,0.0,1
109,"who is the chief executive officer and chairman of the board of liberated syndication inc., webmayhem inc, and pair networks, inc",christopher j. spencer,2,0,0.0,Not found,,0.0,0.8571428571428571,0.0,1
109,"who is the chief financial officer of liberated syndication inc., webmayhem inc, and pair networks, inc",john busshaus,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
109,what is the role in the agreement of the company where brian j. sohocki is employed,bank,2,0,0.0,Bank,,1.0,0.0,1.0,5
109,what is the role in the agreement of the company where gregory d. cribbs is employed,bank,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
109,what is the role in the agreement of the company associated with liberated syndication inc.,borrowers,2,0,0.0,Borrower,,0.0,0.1111111111111111,0.0,4
109,what is the role in the agreement of the company associated with first commonwealth bank,bank,2,0,0.0,Bank,,1.0,0.0,1.0,5
20,what position does benjamin mlot hold,director,1,0,,Director,,1.0,0.0,1.0,5
20,"who is the director of bank of montreal, chicago branch",benjamin mlot,2,0,0.0,Benjamin Mlot,,1.0,0.0,1.0000000000000002,5
20,what is the role in the agreement of the company associated with bmo capital markets corp.,arranger,2,0,0.0,Sole Lead Arranger and Sole Lead Bookrunner,,0.33333333333333337,0.813953488372093,0.21951095080860833,1
34,what position does rejji p. hayes hold,"vice president, finance and treasurer",1,0,,"Vice President, Finance and Treasurer of the Borrower’s sole manager",,0.6666666666666666,0.4626865671641791,0.5797386715376658,3
34,what company is both the  bookrunner and the bookrunner in the agreement,itc holdings corp,1,1,0.0,Not found,,0.0,0.8235294117647058,0.0,1
34,what company is both the  arranger and the arranger in the agreement,itc holdings corp,1,1,0.0,Goldman Sachs Bank USA,,0.0,0.9090909090909091,0.0,1
34,what company is both the  manager and the manager in the agreement,itc holdings corp,1,1,0.0,Not found,,0.0,0.8235294117647058,0.0,1
34,what company is both the  general partner and the general partner in the agreement,itc holdings corp,1,1,0.0,Not found,,0.0,0.8235294117647058,0.0,1
